interaction_id;actions;known_action;interaction_type;pubmed_ids;drug_bankID_id;uniprot_ID_id
12454;nan;unknown;target;17139284|17016423;DB04322;P11586
12455;nan;unknown;target;17139284|17016423|10592235;DB04324;P50579
12456;nan;unknown;target;10592235;DB04324;P53582
12457;nan;unknown;target;17139284|17016423|10592235;DB04325;P07478
12458;nan;unknown;target;17139284|17016423|10592235;DB04325;P07477
12459;nan;unknown;target;17139284|17016423|10592235;DB04326;P04075
12460;nan;unknown;target;17139284|17016423|10592235;DB04326;P60174
12461;nan;unknown;target;17139284|17016423|10592235;DB04326;P05062
12462;nan;unknown;target;17139284|17016423;DB04327;Q9UNN8
12463;substrate;unknown;target;15313215;DB04327;P60484
12464;nan;unknown;target;17139284|17016423|10592235;DB04331;P52732
12465;nan;unknown;target;17139284|17016423|10592235;DB04334;Q16853
12466;nan;unknown;target;17139284|17016423|10592235;DB04335;P00491
12467;substrate|inducer;unknown;enzyme;14348191;DB04335;P47989
12468;nan;unknown;transporter;15738947;DB04335;Q9HAS3
12469;nan;unknown;target;10592235;DB04336;P07477
12470;nan;unknown;target;17139284|17016423|10592235;DB04337;P02144
12471;nan;unknown;target;17139284|17016423|10592235;DB04338;Q16539
12472;nan;unknown;target;10592235;DB04338;P28482
12473;inhibitor;unknown;target;16387297;DB04339;Q63HM9
12474;inducer;unknown;target;20956181|19281081;DB04339;Q9UNP4
12475;substrate;unknown;enzyme;nan;DB04339;Q16878
12476;substrate;unknown;enzyme;nan;DB04339;P00439
12477;inducer;unknown;enzyme;19281081|20956181;DB04339;Q9UNP4
12478;substrate;unknown;transporter;11101640;DB04343;O15427
12479;nan;unknown;target;17139284|17016423|10592235;DB04345;P30043
12480;nan;unknown;target;17139284|17016423|10592235;DB04348;P19835
12481;nan;unknown;target;19445040;DB04348;Q96RI1
12482;ligand;unknown;target;30559664|12486725;DB04348;P51161
12483;substrate|inducer;unknown;transporter;12235261|12399219|12404239|11343252|12518026|10607905|10617675|9545351|11557132|11248200|10692506|15297262;DB04348;O95342
12484;inhibitor|inducer;unknown;transporter;12235261|9188796;DB04348;P33527
12485;substrate|inhibitor|inducer;unknown;transporter;12235261|12399219|11408531|7557095|11408557|8045503|8779893|8786566|8968376|9632674|9794920|10381771|10601278|8621133|10600646|12518026|12702494|12842829|8779894|9334206|9918568|10198348;DB04348;P46721
12486;substrate|inducer;unknown;transporter;12399219|12475240|14610227|9458785|10101301|12092825|10984521|11093941;DB04348;Q12908
12487;inducer;unknown;transporter;12235261;DB04348;Q92887
12488;substrate|inhibitor|inducer;unknown;transporter;12235261|12906759|10601278|11134001|10358072|11159893;DB04348;Q9Y6L6
12489;substrate|inhibitor;unknown;transporter;11585759|12220224|12924948|10644759|12909565|11837698;DB04348;O15438
12490;inhibitor;unknown;transporter;12523936;DB04348;O15439
12491;substrate|inhibitor;unknown;transporter;7912687|10617675;DB04348;P08183
12492;substrate|inhibitor;unknown;transporter;11408557|12011098|9228014;DB04348;Q4U2R8
12493;inhibitor;unknown;transporter;12527806;DB04348;Q5T3U5
12494;substrate|inhibitor;unknown;transporter;11306713|14762099|10224140|11408557|12011098;DB04348;Q8TCC7
12495;inhibitor;unknown;transporter;11316767;DB04348;Q96BD0
12496;inhibitor;unknown;transporter;15537867;DB04348;Q96J66
12497;substrate|inhibitor;unknown;transporter;15166123|12351693;DB04348;Q9NYB5
12498;inhibitor;unknown;transporter;14631946;DB04348;Q9UIG8
12499;inhibitor;unknown;transporter;12920197;DB04348;Q9UNQ0
12500;substrate;unknown;transporter;14610227|15640378|10973807;DB04348;O94956
12501;substrate;unknown;transporter;10579682;DB04348;P53985
12502;substrate;unknown;transporter;12518026|12842829|15297262|8166278;DB04348;Q14973
12503;substrate;unknown;transporter;12719432;DB04348;Q86UW1
12504;substrate;unknown;transporter;12719432;DB04348;Q86UW2
12505;substrate;unknown;transporter;11134001|11159893|11375950;DB04348;Q9NPD5
12506;nan;unknown;transporter;8132774;DB04348;Q9UPY5
12507;nan;unknown;target;17139284|17016423;DB04350;Q13231
12508;nan;unknown;target;17139284|17016423|10592235;DB04351;Q99798
12509;nan;unknown;target;17139284|17016423;DB04352;Q9BW91
12510;nan;unknown;target;17139284|17016423|10592235;DB04356;P00492
12511;substrate;no;enzyme;nan;DB04356;P05177
12512;nan;unknown;target;17139284|17016423;DB04363;P30043
12513;nan;unknown;target;17139284|17016423;DB04365;P11229
12514;nan;unknown;target;9224827;DB04365;P20309
12515;nan;unknown;target;17139284|17016423|10592235;DB04366;P15531
12516;nan;unknown;target;17139284|17016423;DB04367;Q07912
12517;nan;unknown;target;17139284|17016423;DB04367;P49759
12518;inhibitor;unknown;target;11752352;DB04368;Q9HBH1
12519;nan;unknown;target;17139284|17016423|10592235;DB04369;P35030
12520;nan;unknown;target;17139284|17016423|10592235;DB04371;P00918
12521;nan;unknown;target;17139284|17016423;DB04372;Q9UKL6
12522;nan;unknown;target;10592235;DB04374;Q9UJM8
12523;nan;unknown;target;10592235;DB04376;Q05655
12524;nan;unknown;target;17139284|17016423;DB04377;P04035
12525;nan;unknown;target;10592235;DB04379;P00797
12526;substrate;unknown;enzyme;nan;DB04379;P05181
12527;nan;unknown;target;17139284|17016423;DB04381;P05091
12528;nan;unknown;target;17139284|17016423|10592235;DB04387;P00797
12529;nan;unknown;target;17139284|17016423;DB04389;P49789
12530;nan;unknown;target;17139284|17016423|10592235;DB04391;P07477
12531;nan;unknown;target;10592235;DB04392;P15559
12532;nan;unknown;target;17139284|17016423|10592235;DB04394;P00918
12533;nan;unknown;target;10592235;DB04395;P29323
12534;nan;unknown;target;10592235;DB04395;P13569
12535;nan;unknown;target;10592235;DB04395;P55072
12536;nan;unknown;target;10592235;DB04395;Q96QT4
12537;nan;unknown;target;10592235;DB04395;Q12756
12538;nan;unknown;target;10592235;DB04395;P49368
12539;nan;unknown;target;10592235;DB04395;P78362
12540;nan;unknown;target;nan;DB04395;P53778
12541;nan;unknown;target;nan;DB04395;P51570
12542;nan;unknown;target;10592235;DB04395;Q06609
12543;nan;unknown;target;17139284|17016423;DB04395;P49841
12544;nan;unknown;target;17139284|17016423;DB04395;P23919
12545;nan;unknown;target;17139284|17016423;DB04395;P08069
12546;nan;unknown;target;17139284|17016423;DB04395;P11309
12547;nan;unknown;target;17139284|17016423;DB04395;P19367
12548;nan;unknown;target;17139284|17016423;DB04395;P06239
12549;nan;unknown;target;17139284|17016423|10592235;DB04395;P68400
12550;nan;unknown;target;17139284|17016423;DB04395;P29317
12551;nan;unknown;target;17139284|17016423;DB04395;P53779
12552;nan;unknown;target;17139284|17016423|10592235;DB04395;Q99661
12553;nan;unknown;target;17139284|17016423;DB04395;P23677
12554;nan;unknown;target;17139284|17016423|10592235;DB04395;Q02880
12555;nan;unknown;target;17139284|17016423|10592235;DB04395;P48637
12556;nan;unknown;target;17139284|17016423|10592235;DB04395;Q16877
12557;nan;unknown;target;17139284|17016423;DB04395;P53355
12558;nan;unknown;target;17139284|17016423|10592235;DB04395;P68133
12559;nan;unknown;target;17139284|17016423|10592235;DB04396;O14594
12560;nan;unknown;target;17139284|17016423|10592235;DB04396;P09382
12561;nan;unknown;target;17139284|17016423|10592235;DB04397;P36871
12562;substrate|inhibitor;unknown;transporter;9786900|10417314;DB04398;O60669
12563;substrate|inhibitor;unknown;transporter;12724351|14610227;DB04398;O94956
12564;substrate|inhibitor;unknown;transporter;9786900|9639576|9374487|10579682|8526936;DB04398;P53985
12565;substrate|inhibitor;unknown;transporter;11278508|11827462;DB04398;Q8TF71
12566;inhibitor;unknown;transporter;11997326;DB04398;Q92959
12567;substrate;unknown;transporter;11101640;DB04398;O15427
12568;nan;unknown;target;17139284|17016423|10592235;DB04400;P07101
12569;nan;unknown;target;17139284|17016423|10592235;DB04400;P61457
12570;nan;unknown;target;17139284|17016423;DB04400;P00439
12571;nan;unknown;target;17139284|17016423|10592235;DB04400;P35228
12572;nan;unknown;target;17139284|17016423;DB04404;Q13231
12573;nan;unknown;target;17139284|17016423;DB04405;P39900
12574;nan;unknown;target;17139284|17016423|10592235;DB04407;P24941
12575;nan;unknown;target;17139284|17016423|10592235;DB04409;P05230
12576;nan;unknown;target;17139284|17016423|10592235;DB04410;P07478
12577;nan;unknown;target;17139284|17016423|10592235;DB04410;P07477
12578;nan;unknown;target;17139284|17016423|10592235;DB04416;P08254
12579;nan;unknown;target;17139284|17016423;DB04417;P50225
12580;nan;unknown;target;17139284|17016423|10592235;DB04417;P19961
12581;nan;unknown;target;17139284|17016423|10592235;DB04418;Q8N142
12582;nan;unknown;target;nan;DB04419;P01270
12583;nan;unknown;target;10592235;DB04419;P20823
12584;nan;unknown;target;17139284|17016423;DB04419;P00439
12585;nan;unknown;target;17139284|17016423|10592235;DB04424;P07477
12586;nan;unknown;target;17139284|17016423|10592235;DB04426;P11226
12587;nan;unknown;target;25349334;DB04429;P04278
12588;nan;unknown;target;10592235;DB04432;P07477
12589;nan;unknown;target;10592235;DB04434;P36897
12590;nan;unknown;target;17139284|17016423|10592235;DB04436;P04179
12591;nan;unknown;carrier;17139284|17016423|10592235;DB04437;P15090
12592;nan;unknown;target;17139284|17016423|10592235;DB04440;P00813
12593;nan;unknown;target;17139284|17016423|10592235;DB04442;P07477
12594;nan;unknown;target;17139284|17016423|10592235;DB04444;P63096
12595;nan;unknown;target;17139284|17016423|10592235;DB04444;O14983
12596;nan;unknown;target;17139284|17016423|10592235;DB04444;P11488
12597;nan;unknown;target;17139284|17016423|10592235;DB04444;P30085
12598;nan;unknown;target;17139284|17016423|10592235;DB04444;P35749
12599;nan;unknown;target;17139284|17016423|10592235;DB04444;Q7Z406
12600;nan;unknown;target;17139284|17016423;DB04445;Q06520
12601;nan;unknown;target;10592235;DB04446;P07477
12602;nan;unknown;target;17139284|17016423|10592235;DB04447;P09382
12603;nan;unknown;target;17139284|17016423|10592235;DB04447;Q9UQM7
12604;nan;unknown;target;10592235;DB04447;P00352
12605;nan;unknown;target;10592235;DB04447;Q96QT4
12606;nan;unknown;target;10592235;DB04447;Q9UJ68
12607;nan;unknown;target;nan;DB04447;O15169
12608;nan;unknown;target;10592235;DB04447;P23284
12609;nan;unknown;target;17139284|17016423|10592235;DB04447;P60174
12610;nan;unknown;target;17139284|17016423;DB04447;O43708
12611;nan;unknown;target;17139284|17016423;DB04447;P04035
12612;nan;unknown;target;17139284|17016423|10592235;DB04448;P00326
12613;nan;unknown;target;10592235;DB04450;P08100
12614;nan;unknown;target;17139284|17016423;DB04451;O60911
12615;ligand;unknown;target;10592235;DB04453;P04746
12616;ligand;unknown;enzyme;10592235;DB04453;P04746
12617;nan;unknown;target;17139284|17016423|10592235;DB04454;P01133
12618;nan;unknown;target;17139284|17016423;DB04454;P50440
12619;nan;unknown;target;17139284|17016423;DB04459;P00746
12620;nan;unknown;target;17139284|17016423;DB04461;P06132
12621;nan;unknown;target;17139284|17016423|10592235;DB04462;P68400
12622;ligand;unknown;target;10592235;DB04463;P16152
12623;binder;unknown;enzyme;10592235;DB04463;P16152
12624;nan;unknown;target;10592235;DB04464;P07998
12625;nan;unknown;target;10592235;DB04464;Q16740
12626;nan;unknown;target;10592235;DB04464;Q92696
12627;nan;unknown;target;10592235;DB04464;P53611
12628;nan;unknown;target;10592235;DB04464;P01008
12629;nan;unknown;target;10592235;DB04464;P61769
12630;nan;unknown;target;10592235;DB04464;P01889
12631;nan;unknown;target;10592235;DB04464;P29377
12632;nan;unknown;target;10592235;DB04464;P13073
12633;nan;unknown;target;10592235;DB04464;P20674
12634;nan;unknown;target;10592235;DB04464;P10606
12635;nan;unknown;target;10592235;DB04464;P09669
12636;nan;unknown;target;10592235;DB04464;P24311
12637;nan;unknown;target;10592235;DB04464;P15954
12638;nan;unknown;target;10592235;DB04464;P10176
12639;nan;unknown;target;10592235;DB04464;Q02221
12640;nan;unknown;target;10592235;DB04464;P14854
12641;nan;unknown;target;10592235;DB04464;P24310
12642;nan;unknown;target;10592235;DB04464;P04271
12643;nan;unknown;target;10592235;DB04464;P0CG48
12644;nan;unknown;target;17139284|17016423|10592235;DB04465;Q7Z4J2
12645;nan;unknown;target;nan;DB04465;Q9NZD2
12646;nan;unknown;target;17385862;DB04465;P17931
12647;nan;unknown;target;nan;DB04465;P16278
12648;nan;unknown;target;17139284|17016423;DB04466;O75469
12649;nan;unknown;target;15846122;DB04468;Q92731
12650;nan;unknown;target;10592235;DB04468;P62508
12651;nan;unknown;target;15846122;DB04468;P03372
12652;nan;unknown;target;14617632;DB04468;P04155
12653;inhibitor;unknown;target;14751226;DB04468;P11474
12654;nan;unknown;target;16054614;DB04468;O75469
12655;nan;unknown;target;25349334;DB04468;P04278
12656;nan;unknown;target;10592235;DB04469;Q08499
12657;nan;unknown;target;10592235;DB04470;P07477
12658;nan;unknown;target;17139284|17016423;DB04471;P03372
12659;nan;unknown;target;10592235;DB04472;O00182
12660;nan;unknown;target;10592235;DB04474;P31151
12661;nan;unknown;carrier;10592235;DB04474;P15090
12662;nan;unknown;carrier;10592235;DB04474;P02766
12663;nan;unknown;target;17139284|17016423;DB04476;P80188
12664;nan;unknown;target;17139284|17016423|10592235;DB04477;O14556
12665;nan;unknown;target;17139284|17016423;DB04478;Q00796
12666;nan;unknown;target;10592235;DB04480;P36897
12667;nan;unknown;target;17139284|17016423|10592235;DB04485;O00142
12668;nan;unknown;transporter;15738947;DB04485;Q9HAS3
12669;nan;unknown;target;17139284|17016423;DB04487;P02778
12670;nan;unknown;target;17139284|17016423|10592235;DB04489;O75976
12671;nan;unknown;target;17139284|17016423;DB04491;P00751
12672;nan;unknown;target;17139284|17016423;DB04491;P27487
12673;nan;unknown;target;17139284|17016423|10592235;DB04493;P09467
12674;nan;unknown;target;17139284|17016423|10592235;DB04493;P16118
12675;nan;unknown;target;17139284|17016423|10592235;DB04493;Q16877
12676;nan;unknown;target;10592235;DB04493;P06744
12677;nan;unknown;target;17139284|17016423|10592235;DB04495;P12931
12678;nan;unknown;target;10592235;DB04505;P07900
12679;nan;unknown;target;17139284|17016423|10592235;DB04510;P00558
12680;nan;unknown;target;17139284|17016423|10592235;DB04510;P15259
12681;nan;unknown;target;17139284|17016423|10592235;DB04510;P60174
12682;nan;unknown;target;10592235;DB04512;Q8WX39
12683;nan;unknown;target;10592235;DB04513;P0DP23
12684;nan;unknown;target;10592235;DB04513;P63316
12685;nan;unknown;target;10592235;DB04513;P19429
12686;nan;unknown;target;17139284|17016423|10592235;DB04514;P07998
12687;nan;unknown;target;17139284|17016423|10592235;DB04516;Q9NPH2
12688;nan;unknown;target;17139284|17016423|10592235;DB04518;P24941
12689;nan;unknown;target;16731579;DB04519;Q07869
12690;inhibitor;unknown;transporter;11669456|10336520;DB04519;Q4U2R8
12691;inhibitor;unknown;transporter;11669456;DB04519;Q8TCC7
12692;inhibitor;unknown;transporter;12063169;DB04519;Q9NSA0
12693;nan;unknown;target;17139284|17016423|10592235;DB04521;Q16772
12694;nan;unknown;target;17139284|17016423|10592235;DB04522;P17612
12695;nan;unknown;target;10592235;DB04522;P29508
12696;nan;unknown;target;17139284|17016423|10592235;DB04522;P08100
12697;nan;unknown;target;10592235;DB04522;Q9UL54
12698;nan;unknown;target;nan;DB04522;Q03721
12699;nan;unknown;target;10592235;DB04522;P05451
12700;nan;unknown;target;10592235;DB04522;Q15796
12701;nan;unknown;target;10592235;DB04522;P13569
12702;nan;unknown;target;17139284|17016423;DB04522;O15530
12703;nan;unknown;target;17139284|17016423;DB04522;P11309
12704;nan;unknown;target;17139284|17016423;DB04522;Q04759
12705;nan;unknown;target;17139284|17016423|10592235;DB04522;P11217
12706;nan;unknown;target;10592235;DB04523;P43235
12707;nan;unknown;target;17139284|17016423;DB04525;P18031
12708;nan;unknown;target;10592235;DB04527;O00187
12709;nan;unknown;target;17139284|17016423;DB04530;P36952
12710;nan;unknown;target;nan;DB04530;Q01064
12711;nan;unknown;target;10592235;DB04530;O60493
12712;nan;unknown;target;nan;DB04530;Q99418
12713;nan;unknown;target;17139284|17016423;DB04530;Q07343
12714;nan;unknown;target;17139284|17016423;DB04530;P04818
12715;nan;unknown;target;17139284|17016423|10592235;DB04530;P17612
12716;nan;unknown;target;17139284|17016423;DB04530;P11309
12717;nan;unknown;target;17139284|17016423|10592235;DB04530;P05089
12718;nan;unknown;target;17139284|17016423;DB04531;P16455
12719;nan;unknown;target;17139284|17016423|10592235;DB04534;P35228
12720;nan;unknown;target;17139284|17016423;DB04534;P29474
12721;nan;unknown;target;15929894;DB04539;P11511
12722;nan;unknown;carrier;18035550;DB04539;P02768
12723;nan;unknown;target;17139284|17016423|10592235;DB04540;P35398
12724;nan;unknown;target;16051528;DB04540;Q14994
12725;nan;unknown;target;16051528;DB04540;P11473
12726;ligand;unknown;target;26296894;DB04540;Q9ULY5
12727;inhibitor;unknown;transporter;11027568;DB04540;P08183
12728;inducer;unknown;transporter;12668685;DB04540;Q9UNQ0
12729;nan;unknown;target;17139284|17016423|10592235;DB04542;P15531
12730;nan;unknown;target;17139284|17016423|10592235;DB04544;P11217
12731;nan;unknown;target;17139284|17016423|10592235;DB04549;P00918
12732;nan;unknown;target;17139284|17016423;DB04551;P30613
12733;inhibitor;unknown;transporter;11997326;DB04551;Q92959
12734;inhibitor;yes;target;16301791|10592235;DB04552;P04054
12735;inhibitor;yes;target;16301791|17485303|17098211;DB04552;P35354
12736;inducer;unknown;target;17659402;DB04552;P51800
12737;nan;unknown;target;21600945;DB04552;P23219
12738;nan;unknown;target;16301791;DB04552;P47712
12739;nan;unknown;target;16278927;DB04552;O60656
12740;inhibitor;no;enzyme;nan;DB04552;O60656
12741;inhibitor;unknown;transporter;10417314;DB04552;O60669
12742;inhibitor;unknown;transporter;10417314;DB04552;P53985
12743;nan;unknown;target;10592235;DB04556;P22303
12744;nan;unknown;target;17139284|17016423|10592235;DB04557;P23219
12745;nan;unknown;target;10403814|15491415;DB04557;Q07869
12746;ligand;unknown;target;15307955;DB04557;Q96RI1
12747;nan;unknown;target;15073272;DB04557;P19793
12748;nan;unknown;carrier;17139284|17016423|10592235;DB04557;P15090
12749;nan;no;carrier;11743713;DB04557;P02768
12750;nan;no;carrier;19398502;DB04557;P12104
12751;substrate;unknown;enzyme;20167001;DB04557;P11712
12752;substrate;unknown;transporter;7754369;DB04557;Q92959
12753;nan;unknown;target;10592235;DB04559;P29474
12754;nan;unknown;target;10592235;DB04560;P13716
12755;nan;unknown;target;17139284|17016423|10592235;DB04562;Q99798
12756;nan;unknown;target;17139284|17016423|10592235;DB04563;P07477
12757;nan;unknown;target;10592235;DB04564;P09848
12758;nan;unknown;target;17139284|17016423|10592235;DB04566;Q8N142
12759;nan;unknown;target;17139284|17016423|10592235;DB04566;P11217
12760;nan;unknown;target;17139284|17016423|10592235;DB04566;P12268
12761;inhibitor;unknown;enzyme;11950782;DB04572;P20813
12762;substrate;unknown;enzyme;12107550;DB04572;P08684
12763;inhibitor;no;enzyme;nan;DB04572;P06276
12764;agonist;yes;target;2011412|11752352;DB04573;P03372
12765;agonist;unknown;target;16199482;DB04573;Q92731
12766;nan;unknown;target;25349334;DB04573;P04278
12767;inhibitor;unknown;transporter;8779894;DB04573;P46721
12768;substrate|inducer;unknown;transporter;15290871;DB04573;P08183
12769;agonist;yes;target;17125913|17138652|2011412|11752352;DB04574;P03372
12770;agonist;unknown;target;17464340|2011412;DB04574;Q92731
12771;nan;unknown;carrier;17171213|17201714|17258903|17274467|17435665|8530713|3521955;DB04574;P04278
12772;nan;unknown;carrier;8530713;DB04574;P02768
12773;substrate;unknown;enzyme;12865317|15282264;DB04574;P08684
12774;substrate;unknown;enzyme;12865317|16537715|10930541|9625734;DB04574;P05177
12775;substrate|inhibitor;unknown;enzyme;14557374|14703066|29283396|11996015;DB04574;P11712
12776;substrate;unknown;transporter;17509534;DB04574;Q96FL8
12777;substrate;unknown;transporter;17509534;DB04574;Q86VL8
12778;agonist|modulator;yes;target;17139284|17016423|11752352|21075131;DB04575;P03372
12779;inhibitor;yes;target;11752352|1323952|3015015;DB04576;P11388
12780;nan;unknown;target;10592235;DB04577;P27487
12781;nan;unknown;target;10592235;DB04578;P27487
12782;nan;unknown;target;10592235;DB04579;P07858
12783;nan;unknown;target;nan;DB04581;Q16769
12784;nan;unknown;target;10592235;DB04583;Q02127
12785;nan;unknown;target;10592235;DB04585;P05089
12786;nan;unknown;target;10592235;DB04588;P07900
12787;nan;unknown;target;nan;DB04590;P08709
12788;nan;unknown;target;10592235;DB04591;P00734
12789;nan;unknown;target;nan;DB04593;P08709
12790;nan;unknown;target;nan;DB04594;P35914
12791;nan;unknown;target;11412837;DB04599;P28223
12792;nan;unknown;target;11412837;DB04599;P14416
12793;nan;unknown;target;10592235;DB04599;P42262
12794;nan;unknown;target;10592235;DB04599;P42263
12795;nan;unknown;target;10592235;DB04600;P00918
12796;nan;unknown;target;10592235;DB04601;P00918
12797;nan;unknown;target;10592235;DB04602;P61927
12798;nan;unknown;target;10592235;DB04604;P78368
12799;nan;unknown;target;10592235;DB04604;Q8TF76
12800;nan;unknown;target;10592235;DB04604;P27361
12801;nan;unknown;target;nan;DB04606;P08709
12802;nan;unknown;target;10592235;DB04607;P24941
12803;nan;unknown;target;10592235;DB04608;P30291
12804;nan;unknown;target;nan;DB04612;P98170
12805;nan;unknown;target;10592235;DB04614;P22303
12806;nan;unknown;target;10592235;DB04615;P22303
12807;nan;unknown;target;10592235;DB04616;P22303
12808;nan;unknown;target;10592235;DB04617;P22303
12809;nan;unknown;target;nan;DB04618;P04746
12810;nan;unknown;target;2170997|2556198|2843389|10592235;DB04620;Q05586
12811;nan;unknown;target;nan;DB04622;Q16769
12812;nan;unknown;target;10592235;DB04629;P68133
12813;nan;unknown;target;9392437|17724138|10592235;DB04630;P08235
12814;nan;unknown;target;11861974;DB04630;P04150
12815;substrate;unknown;enzyme;12457455;DB04630;P15538
12816;substrate;unknown;enzyme;12457455;DB04630;P19099
12817;inducer;unknown;enzyme;11422109;DB04630;P05093
12818;substrate;no;enzyme;14690416|20177008;DB04630;P08684
12819;substrate|inducer;unknown;transporter;12387747|1360010;DB04630;P08183
12820;inhibitor;unknown;transporter;10525100;DB04630;O76082
12821;inhibitor;unknown;transporter;8779893|8786566;DB04630;P46721
12822;nan;unknown;target;10592235;DB04632;Q16539
12823;nan;unknown;target;16455797|10592235;DB04633;P21673
12824;nan;unknown;target;nan;DB04636;Q16769
12825;nan;unknown;target;10592235;DB04638;O14983
12826;nan;unknown;target;10592235;DB04642;P11217
12827;nan;unknown;target;10592235;DB04643;P11217
12828;nan;unknown;target;10592235;DB04644;P11217
12829;nan;unknown;target;10592235;DB04645;P11217
12830;nan;unknown;target;10592235;DB04648;P05089
12831;nan;unknown;target;10592235;DB04652;P08235
12832;nan;unknown;target;10592235;DB04652;P28845
12833;nan;unknown;target;10592235;DB04652;Q15788
12834;substrate;no;enzyme;28930203|10950859;DB04652;P08684
12835;nan;unknown;target;nan;DB04653;P07384
12836;nan;unknown;target;10592235;DB04654;P07477
12837;nan;unknown;target;nan;DB04654;P20231
12838;nan;unknown;target;10592235;DB04655;P50135
12839;nan;unknown;target;10592235;DB04657;P31040
12840;nan;unknown;target;10592235;DB04659;P09848
12841;nan;unknown;target;nan;DB04660;P17900
12842;nan;unknown;target;10592235;DB04661;P15813
12843;nan;unknown;target;10592235;DB04662;P24941
12844;nan;unknown;target;10592235;DB04664;P20813
12845;nan;unknown;target;nan;DB04665;P11509
12846;substrate;no;enzyme;29283396;DB04665;P11712
12847;nan;unknown;target;10592235;DB04669;P24941
12848;nan;unknown;target;10592235;DB04672;Q9NPB1
12849;nan;unknown;target;nan;DB04673;P00742
12850;nan;unknown;target;11093786;DB04674;P25101
12851;nan;unknown;target;18045204;DB04674;Q04828
12852;nan;unknown;carrier;18155178;DB04674;P02766
12853;nan;unknown;target;10592235;DB04677;P27338
12854;nan;unknown;target;nan;DB04678;P16442
12855;nan;unknown;target;nan;DB04679;P16442
12856;nan;unknown;target;10592235;DB04680;P16442
12857;nan;unknown;target;nan;DB04681;P16442
12858;nan;unknown;target;10592235;DB04682;P02585
12859;nan;unknown;target;10592235;DB04683;Q13285
12860;nan;unknown;target;10592235;DB04685;P33316
12861;nan;unknown;target;nan;DB04689;P37231
12862;nan;unknown;target;11752352|18061144|18056711|10592235;DB04690;P11387
12863;nan;unknown;carrier;17378599|23838380;DB04690;P02768
12864;substrate;unknown;transporter;12608535;DB04690;P08183
12865;substrate;unknown;transporter;19548284;DB04690;Q9UNQ0
12866;nan;unknown;target;10592235;DB04695;O95749
12867;nan;unknown;target;10592235;DB04695;Q03426
12868;nan;unknown;target;nan;DB04697;P00734
12869;nan;unknown;target;nan;DB04700;Q9Y2Q3
12870;nan;unknown;target;nan;DB04701;P28161
12871;nan;unknown;target;10592235;DB04703;Q96GD4
12872;inhibitor;unknown;target;11752352|10592235;DB04707;Q13464
12873;nan;unknown;target;10592235;DB04707;P17612
12874;nan;unknown;target;10592235;DB04707;P61925
12875;nan;unknown;target;10592235;DB04709;P10275
12876;binder;unknown;carrier;8695640|18436441|11752352|925927;DB04711;P02768
12877;nan;unknown;target;10592235;DB04714;P14324
12878;nan;unknown;target;10592235;DB04714;O95749
12879;nan;unknown;target;10592235;DB04715;P11309
12880;nan;unknown;target;10592235;DB04716;O60674
12881;nan;unknown;target;10592235;DB04716;O43293
12882;nan;unknown;target;10592235;DB04716;P23458
12883;nan;unknown;target;10592235;DB04716;P52333
12884;nan;unknown;target;10592235;DB04716;P29597
12885;nan;unknown;target;10592235;DB04719;P68400
12886;nan;unknown;target;10592235;DB04720;P68400
12887;nan;unknown;target;10592235;DB04721;P68400
12888;nan;unknown;target;10592235;DB04722;P00734
12889;nan;unknown;target;10592235;DB04723;P15086
12890;nan;unknown;target;nan;DB04724;P20701
12891;nan;unknown;target;10592235;DB04725;Q9NZK7
12892;nan;unknown;target;17015640;DB04725;P35354
12893;nan;unknown;target;11752352|17015640;DB04725;P09917
12894;substrate;unknown;enzyme;19515014;DB04725;P11712
12895;substrate|inhibitor;unknown;enzyme;19515014|18268076;DB04725;P10632
12896;substrate;unknown;enzyme;19515014;DB04725;P51589
12897;substrate;unknown;enzyme;19515014;DB04725;P35503
12898;nan;unknown;target;nan;DB04727;P35968
12899;nan;unknown;target;10592235;DB04733;P04075
12900;nan;unknown;target;10592235;DB04736;Q96LB9
12901;nan;unknown;target;16343532;DB04738;P36873
12902;nan;unknown;target;nan;DB04739;P12931
12903;nan;unknown;target;10592235;DB04741;P31930
12904;inhibitor;yes;target;11752352|16846549;DB04743;P35354
12905;nan;unknown;target;10592235;DB04743;Q9NZK7
12906;nan;unknown;target;10592235;DB04743;P02788
12907;substrate;no;enzyme;22039822;DB04743;P08684
12908;nan;unknown;target;10592235;DB04751;P12931
12909;nan;unknown;target;10592235;DB04751;Q9Y6M4
12910;nan;unknown;target;10592235;DB04751;Q15418
12911;nan;unknown;target;nan;DB04752;Q13285
12912;nan;unknown;target;10592235;DB04753;P00491
12913;nan;unknown;target;10592235;DB04754;P00491
12914;nan;unknown;carrier;10592235;DB04756;P02766
12915;nan;unknown;target;10592235;DB04757;P00491
12916;nan;unknown;target;nan;DB04758;P08709
12917;nan;unknown;target;10592235;DB04759;P45452
12918;nan;unknown;target;10592235;DB04760;P45452
12919;nan;unknown;target;10592235;DB04761;P45452
12920;nan;unknown;target;nan;DB04763;P00918
12921;nan;unknown;target;10592235;DB04764;P20231
12922;nan;unknown;target;nan;DB04767;P08709
12923;nan;unknown;target;10592235;DB04768;Q9H3S4
12924;nan;unknown;target;10592235;DB04769;P48736
12925;nan;unknown;target;10592235;DB04770;O00764
12926;nan;unknown;target;nan;DB04771;P00734
12927;nan;unknown;target;nan;DB04772;P00734
