interaction_id;actions;known_action;interaction_type;pubmed_ids;drug_bankID_id;uniprot_ID_id
12928;nan;unknown;target;10592235;DB04774;P68133
12929;nan;unknown;target;10592235;DB04775;P68133
12930;nan;unknown;target;10592235;DB04776;O00764
12931;nan;unknown;target;10592235;DB04779;P09848
12932;nan;unknown;target;16131755|10592235;DB04781;P13716
12933;nan;unknown;target;10592235;DB04783;P68133
12934;antagonist;yes;target;8762097|9647463|16388598|9112981|11132624;DB04786;P41231
12935;inhibitor;yes;target;17355872;DB04786;Q9NXA8
12936;antagonist;yes;target;18991754|17552360;DB04786;P23945
12937;agonist;unknown;target;16056233;DB04786;P21817
12938;inhibitor;unknown;target;15203120;DB04786;P00734
12939;inhibitor;unknown;target;15961104|10592235;DB04786;P14555
12940;inhibitor;unknown;enzyme;7291729;DB04786;P15289
12941;inhibitor;unknown;enzyme;19251299|19169647;DB04786;P47712
12942;agonist;yes;target;10592235|15937332;DB04787;P06401
12943;nan;unknown;target;nan;DB04789;P48728
12944;inhibitor;unknown;transporter;9756510;DB04789;Q92887
12945;nan;unknown;target;10592235;DB04790;P07477
12946;nan;unknown;target;10592235;DB04791;P07477
12947;nan;unknown;target;10592235;DB04792;P07477
12948;nan;unknown;target;10592235;DB04793;P07477
12949;nan;unknown;target;10592235;DB04794;P20813
12950;inhibitor;unknown;enzyme;15554355;DB04794;P11511
12951;inhibitor;unknown;enzyme;9574817|15135088;DB04794;P05181
12952;inhibitor;unknown;enzyme;15135088;DB04794;P08684
12953;nan;unknown;target;11992644|10592235;DB04795;P23141
12954;nan;unknown;target;10592235;DB04795;P31040
12955;nan;unknown;target;10592235;DB04796;P11473
12956;nan;unknown;target;10592235;DB04797;Q16539
12957;nan;unknown;target;10592235;DB04798;P42262
12958;nan;unknown;target;10592235;DB04799;P08574
12959;nan;unknown;target;10592235;DB04799;P31930
12960;nan;unknown;target;10592235;DB04799;P22695
12961;nan;unknown;target;10592235;DB04799;P07919
12962;nan;unknown;target;10592235;DB04799;O14949
12963;nan;unknown;target;10592235;DB04799;P47985
12964;nan;unknown;target;10592235;DB04799;O14957
12965;nan;unknown;target;10592235;DB04799;P14927
12966;nan;unknown;target;10592235;DB04799;Q9UDW1
12967;nan;unknown;target;nan;DB04800;P18031
12968;nan;unknown;target;nan;DB04801;Q03181
12969;nan;unknown;target;nan;DB04803;P09601
12970;nan;unknown;target;10592235;DB04805;P61927
12971;nan;unknown;carrier;16404478;DB04816;P02768
12972;nan;unknown;target;11752352;DB04817;P23219
12973;inducer;unknown;enzyme;17344806;DB04817;P20813
12974;inducer;unknown;enzyme;17344806;DB04817;P08684
12975;inhibitor;unknown;enzyme;21200377;DB04818;P27338
12976;inhibitor;unknown;enzyme;16669850;DB04818;P10635
12977;inhibitor;unknown;enzyme;16669850;DB04818;P11712
12978;inhibitor;unknown;enzyme;21200377;DB04818;P21397
12979;nan;unknown;target;2506486;DB04820;P27338
12980;nan;unknown;target;2506486;DB04820;P21397
12981;nan;unknown;target;1170911;DB04820;P21964
12982;nan;unknown;target;9537821;DB04821;P23975
12983;nan;unknown;target;9537821;DB04821;Q01959
12984;nan;unknown;target;10580379;DB04821;P27338
12985;nan;unknown;target;10580379;DB04821;P21397
12986;nan;unknown;target;16679384;DB04821;P05164
12987;nan;unknown;target;16272152;DB04821;P31645
12988;nan;unknown;target;7912402;DB04821;Q05940
12989;nan;no;carrier;2870173;DB04821;P02763
12990;nan;unknown;target;16897040;DB04824;O60656
12991;nan;unknown;target;20869355;DB04824;O75469
12992;nan;unknown;target;20869355;DB04824;Q14994
12993;agonist;unknown;target;3620717;DB04824;P03372
12994;nan;unknown;target;25349334;DB04824;P04278
12995;nan;unknown;target;2933041;DB04825;P0DP23
12996;inhibitor;unknown;target;2933041;DB04825;Q9H1R3
12997;substrate;no;enzyme;22039822;DB04825;P08684
12998;substrate;unknown;enzyme;15626436|9297603;DB04827;P47712
12999;inducer;unknown;enzyme;8941558;DB04827;P05164
13000;substrate;unknown;enzyme;6689178;DB04827;Q06278
13001;nan;unknown;target;15563582;DB04828;Q9Y5Y4
13002;nan;unknown;carrier;6627828|8027947;DB04828;P02768
13003;substrate;unknown;enzyme;16251255;DB04828;P08684
13004;nan;unknown;target;14209776;DB04829;P08908
13005;agonist;unknown;target;14659797;DB04829;P41595
13006;nan;unknown;target;21866910;DB04829;P50406
13007;substrate;no;enzyme;nan;DB04829;P08684
13008;substrate;no;enzyme;18454322;DB04829;P10635
13009;substrate;unknown;transporter;12130709|23221006;DB04830;O15245
13010;inhibitor;unknown;enzyme;18838506;DB04831;P11712
13011;nan;unknown;target;17139284|17016423|9537821|10598036;DB04832;P31645
13012;inhibitor;unknown;target;10580379;DB04832;P27338
13013;inhibitor;unknown;target;8842678;DB04832;P21397
13014;inhibitor;no;enzyme;24966680;DB04832;P08684
13015;inhibitor;unknown;transporter;12438524;DB04832;P08183
13016;substrate;unknown;enzyme;12900872;DB04833;P08684
13017;antagonist;yes;target;17139284|17016423|11752352|19098484|19692476|16298345;DB04835;P51681
13018;substrate;unknown;enzyme;19704163|18333864|21080015;DB04835;P08684
13019;nan;unknown;target;17139284|17016423;DB04836;P23975
13020;nan;unknown;target;17139284|17016423;DB04836;P31645
13021;antagonist;yes;target;17139284|17016423|11752352|2905706;DB04837;P35367
13022;inhibitor;unknown;target;10659603;DB04838;P54289
13023;nan;unknown;target;2306268;DB04838;P23141
13024;substrate;no;enzyme;22039822;DB04838;P08684
13025;antagonist;yes;target;17139284|17016423|19463689|15579329|15483189;DB04839;P10275
13026;nan;unknown;target;15308689;DB04839;P07288
13027;substrate|inhibitor;no;enzyme;26327902;DB04839;P08684
13028;inhibitor;unknown;enzyme;9630396;DB04839;P11511
13029;inducer;yes;target;12401623|8740147|5431666|16126010|8710929;DB04840;P23975
13030;substrate;unknown;enzyme;nan;DB04840;P10635
13031;substrate;unknown;enzyme;12023534;DB04840;P04798
13032;substrate;unknown;transporter;10213372;DB04840;P08183
13033;inhibitor;yes;target;17139284|17016423|19582593|11784784;DB04841;O43497
13034;inhibitor;yes;target;17139284|17016423|11752352|19582593|11784784;DB04841;O95180
13035;inhibitor;yes;target;17139284|17016423|19582593|11784784;DB04841;Q9P0X4
13036;antagonist;unknown;target;17139284|17016423|20493137;DB04841;P35367
13037;antagonist;yes;target;21918260|7779708|8471430;DB04841;P0DP23
13038;substrate;unknown;enzyme;19515014|8323546|8951176;DB04841;P10635
13039;substrate;unknown;enzyme;19515014|11996015|8951176;DB04841;P11712
13040;substrate;unknown;enzyme;8951176;DB04841;P04798
13041;substrate;unknown;enzyme;8951176;DB04841;P05177
13042;substrate;unknown;enzyme;11996015|8951176;DB04841;P11509
13043;substrate;no;enzyme;22039822;DB04841;P08684
13044;antagonist;yes;target;17139284|17016423|11752352|11842444|8935801;DB04842;P14416
13045;antagonist;unknown;target;8935801;DB04842;P28223
13046;inhibitor;unknown;target;1696149|11842444;DB04842;Q06432
13047;substrate;no;enzyme;22039822;DB04842;P08684
13048;antagonist;yes;target;7623487|2791613|7122991;DB04843;P11229
13049;antagonist;yes;target;7623487|2791613|7122991;DB04843;P20309
13050;inhibitor;yes;target;17233532|11752352|19571144|19223416|20007701|20135628;DB04844;Q05940
13051;inhibitor;unknown;target;nan;DB04844;P14416
13052;substrate;unknown;enzyme;20442355;DB04844;P10635
13053;substrate;unknown;enzyme;22014129;DB04844;P16152
13054;inhibitor;yes;target;18378531|18321240|18945860;DB04845;Q13509
13055;substrate;unknown;enzyme;18451235|11020135;DB04845;P08684
13056;substrate|inhibitor;unknown;transporter;nan;DB04845;P08183
13057;antagonist;yes;target;17384462|17141277|18636069;DB04846;P08588
13058;agonist;yes;target;17141277;DB04846;P07550
13059;agonist;unknown;target;28742547;DB04846;P13945
13060;antagonist;unknown;target;28742547;DB04846;P08913
13061;antagonist;unknown;target;28742547;DB04846;P18089
13062;antagonist;unknown;target;28742547;DB04846;P18825
13063;substrate;no;enzyme;17125412|14732961|27836712;DB04846;P10635
13064;nan;unknown;target;nan;DB04847;Q9GZT9
13065;nan;unknown;target;nan;DB04847;Q96KS0
13066;nan;unknown;target;nan;DB04847;Q9H6Z9
13067;nan;unknown;target;15899831;DB04849;P35968
13068;nan;unknown;target;nan;DB04850;P21397
13069;inhibitor;unknown;transporter;nan;DB04850;Q9Y6L6
13070;nan;unknown;target;15014037;DB04851;Q2M3G0
13071;nan;unknown;target;15014037;DB04851;P33527
13072;nan;unknown;target;15014037;DB04851;Q9UNQ0
13073;inhibitor;unknown;transporter;nan;DB04851;P08183
13074;nan;unknown;target;15684478;DB04852;P55157
13075;nan;unknown;target;17531571|16524538;DB04853;P29274
13076;inhibitor;yes;target;23286293|25501928|16958189|19337428;DB04854;P47989
13077;binder;unknown;carrier;18421623;DB04854;P02768
13078;substrate;no;enzyme;nan;DB04854;P22309
13079;substrate;no;enzyme;nan;DB04854;P35503
13080;substrate;no;enzyme;nan;DB04854;O60656
13081;substrate;no;enzyme;nan;DB04854;P16662
13082;substrate;no;enzyme;nan;DB04854;P05177
13083;substrate;no;enzyme;nan;DB04854;P10632
13084;substrate;no;enzyme;nan;DB04854;P11712
13085;inhibitor;no;transporter;28082903|33025461|32453913;DB04854;Q9UNQ0
13086;antagonist;yes;target;17389667|23997577;DB04855;P35348
13087;antagonist;yes;target;17389667;DB04855;P35368
13088;antagonist;yes;target;17389667|23997577;DB04855;P25100
13089;antagonist;yes;target;17389667|23997577;DB04855;P08913
13090;antagonist;yes;target;17389667|23997577;DB04855;P18089
13091;antagonist;yes;target;17389667|23997577;DB04855;P18825
13092;antagonist;unknown;target;17389667|23997577;DB04855;P08588
13093;inhibitor;yes;target;17896959|23997577;DB04855;Q12809
13094;inhibitor;yes;target;23997577;DB04855;Q13936
13095;inhibitor;yes;target;23997577;DB04855;Q01668
13096;inhibitor;yes;target;23997577;DB04855;O60840
13097;inhibitor;yes;target;23997577;DB04855;Q13698
13098;inhibitor;yes;target;23997577;DB04855;Q02641
13099;inhibitor;yes;target;23997577;DB04855;Q08289
13100;inhibitor;yes;target;23997577;DB04855;P54284
13101;inhibitor;yes;target;23997577;DB04855;O00305
13102;inhibitor;yes;target;22790794|23997577;DB04855;O95069
13103;inhibitor;yes;target;23997577|12890054;DB04855;Q14524
13104;inhibitor;yes;target;23997577;DB04855;P48549
13105;inhibitor;yes;target;23997577;DB04855;P51787
13106;inhibitor;yes;target;23997577;DB04855;P32418
13107;inhibitor;yes;target;23997577;DB04855;Q9UK17
13108;inhibitor;no;target;12538616;DB04855;P10827
13109;binder;no;carrier;nan;DB04855;P02768
13110;substrate|inhibitor;unknown;enzyme;20472816|20074258|22971242;DB04855;P08684
13111;substrate|inhibitor;unknown;enzyme;20074258|22971242|28942006|25505590;DB04855;P10635
13112;substrate|inhibitor;unknown;enzyme;25505590|26490246;DB04855;P20815
13113;inhibitor;unknown;enzyme;26972388;DB04855;P51589
13114;inhibitor;no;transporter;22971242|20074258;DB04855;P08183
13115;inhibitor;no;transporter;nan;DB04855;O15244
13116;inhibitor;no;transporter;nan;DB04855;O15245
13117;inhibitor;no;transporter;nan;DB04855;Q9Y6L6
13118;inhibitor;no;transporter;nan;DB04855;Q9NPD5
13119;inhibitor;unknown;transporter;nan;DB04855;Q8TCC7
13120;nan;unknown;target;17112294;DB04856;P32238
13121;substrate;unknown;enzyme;15108219;DB04856;P20815
13122;substrate;unknown;enzyme;15108219|16236040;DB04856;P08684
13123;substrate|inhibitor;unknown;enzyme;15108219;DB04856;P11712
13124;substrate;unknown;enzyme;15108219|16236040;DB04856;P20813
13125;substrate;unknown;enzyme;15108219;DB04856;P05181
13126;nan;unknown;target;17908924;DB04857;P14416
13127;substrate;unknown;enzyme;7710944;DB04858;P05181
13128;nan;unknown;target;15951830;DB04859;P22303
13129;nan;unknown;target;16116638;DB04860;Q9NYK1
13130;antagonist;yes;target;16961165|11752352|17661735;DB04861;P08588
13131;antagonist;unknown;target;12795776;DB04861;P07550
13132;agonist;unknown;target;16961165|26177892|1968323|2455841|28509722;DB04861;P13945
13133;binder;unknown;carrier;nan;DB04861;P02768
13134;substrate;unknown;enzyme;16961165;DB04861;P10635
13135;substrate;unknown;enzyme;20095790;DB04861;P08684
13136;substrate;unknown;enzyme;27538917;DB04861;P33261
13137;nan;unknown;target;11250974;DB04863;P08514
13138;nan;unknown;target;11250974;DB04863;P05106
13139;inhibitor;unknown;target;12895686|10592235;DB04864;P22303
13140;antagonist;yes;target;1730056|2583270;DB04865;P39023
13141;nan;unknown;target;11099465;DB04866;P02452
13142;nan;unknown;target;11099465;DB04866;P08253
13143;nan;unknown;target;9712175;DB04867;P32238
13144;inhibitor;yes;target;17929114|17715389|16721371|19920925|19822896;DB04868;P00519
13145;antagonist;unknown;target;17699867;DB04868;P10721
13146;substrate|inhibitor;unknown;enzyme;20702754|20810928|20110053|19108785;DB04868;P08684
13147;inhibitor|inducer;unknown;enzyme;20810928|19108785|26721703;DB04868;P10632
13148;inhibitor;unknown;enzyme;19108785;DB04868;P11712
13149;inhibitor;unknown;enzyme;20810928|19108785;DB04868;P10635
13150;inducer;unknown;enzyme;20810928;DB04868;P20813
13151;substrate|inhibitor;unknown;transporter;19427995|19785662|20810928;DB04868;P08183
13152;substrate|inhibitor;unknown;transporter;19427995|19785662|20810928;DB04868;Q9UNQ0
13153;inhibitor;unknown;transporter;20810928;DB04868;P22309
13154;inhibitor;unknown;transporter;24398510;DB04868;Q9Y6L6
13155;nan;unknown;target;17665333;DB04869;P06881
13156;nan;unknown;target;28165287;DB04869;Q16602
13157;nan;unknown;target;16625817|16259227;DB04871;P28335
13158;substrate;no;enzyme;22266842;DB04871;P05177
13159;substrate;no;enzyme;22266842;DB04871;P11509
13160;substrate;no;enzyme;22266842;DB04871;P20813
13161;substrate;no;enzyme;22266842;DB04871;P33261
13162;substrate|inhibitor;no;enzyme;22266842;DB04871;P10635
13163;substrate;no;enzyme;22266842;DB04871;P08684
13164;substrate;no;enzyme;22266842;DB04871;Q01740
13165;substrate;no;enzyme;22266842;DB04871;P04798
13166;nan;unknown;target;17172464;DB04872;P29371
13167;nan;unknown;target;15902472|16495076;DB04873;Q13639
13168;nan;unknown;target;17845807;DB04875;P29466
13169;inhibitor;yes;target;15562200|8100523|19149538|24373234|26824365;DB04876;P27487
13170;substrate;no;transporter;nan;DB04876;P08183
13171;inhibitor;unknown;target;16273216|14612920;DB04877;P08183
13172;inhibitor;no;transporter;16273216;DB04877;P08183
13173;inhibitor;yes;target;16713439|11752352|19568704|20025554|20351564|19281809;DB04878;O43451
13174;nan;unknown;target;17584317;DB04879;P17948
13175;nan;unknown;target;17584317;DB04879;P35968
13176;nan;unknown;target;17584317;DB04879;P35916
13177;inhibitor;yes;target;17714066|16987374;DB04880;Q14432
13178;nan;unknown;target;17932689;DB04881;P08183
13179;inhibitor;unknown;transporter;nan;DB04881;Q9UNQ0
13180;inhibitor;unknown;transporter;nan;DB04881;P08183
13181;nan;unknown;target;17325867|15929804;DB04882;P11387
13182;nan;unknown;target;17890870|17049116;DB04883;P25101
13183;nan;unknown;target;nan;DB04884;P08908
13184;nan;unknown;target;nan;DB04884;P28222
13185;nan;unknown;target;17624269;DB04884;P28335
13186;substrate|inhibitor;no;enzyme;23024705|24966680;DB04884;P08684
13187;substrate;no;enzyme;23024705;DB04884;P10635
13188;nan;unknown;target;15757394|16898618;DB04885;P46098
13189;substrate;unknown;enzyme;28769808;DB04886;P08684
13190;nan;unknown;target;17393144|17659474;DB04888;P14416
13191;nan;unknown;target;16237379|17393144|17659474;DB04888;P08908
13192;nan;unknown;target;17325229;DB04889;P23975
13193;nan;unknown;target;17325229;DB04889;P31645
13194;nan;unknown;target;17325229;DB04889;P14416
13195;substrate;unknown;enzyme;17881661;DB04889;P10635
13196;substrate;unknown;enzyme;17881661;DB04889;P27338
13197;substrate;unknown;enzyme;17881661;DB04889;P05177
13198;substrate;unknown;enzyme;17881661;DB04889;P21397
13199;antagonist;yes;target;16914135|11752352;DB04890;P35367
13200;nan;unknown;target;10592235;DB04891;Q15648
13201;nan;unknown;target;10592235;DB04891;P11473
13202;nan;unknown;target;16248851|17594192;DB04892;P22303
13203;inhibitor;unknown;target;15620572;DB04892;P06276
13204;nan;unknown;target;15681799;DB04892;P05067
13205;nan;unknown;target;16113095;DB04893;P49356
13206;nan;unknown;target;16113095;DB04893;P49354
13207;inducer;yes;target;19708854;DB04894;P30874
13208;agonist;yes;target;19708854;DB04894;P35346
13209;antagonist;unknown;target;7556407|11752352;DB04894;P25103
13210;inhibitor;no;enzyme;nan;DB04894;P08684
13211;antagonist;yes;target;17717967|17951898;DB04895;P15692
13212;inhibitor;yes;target;16869117|3005901;DB04896;P31645
13213;inhibitor;yes;target;16869117|3005901;DB04896;P23975
13214;substrate|inhibitor;no;enzyme;19608694;DB04896;P08684
13215;inhibitor;yes;target;17688383|17319469|17516699|17532684|11752352;DB04898;P00734
13216;substrate;unknown;enzyme;16372822;DB04898;P11712
13217;binder;unknown;target;11752352;DB04899;P16066
13218;nan;unknown;target;nan;DB04899;P20594
13219;nan;unknown;target;nan;DB04899;P17342
13220;antibody;yes;target;15093549|15994148|17470451;DB04901;P33681
13221;nan;unknown;target;16430927;DB04903;P47869
13222;nan;unknown;target;16430927;DB04903;P34903
13223;inducer;yes;target;16413681|10755318;DB04905;P08183
13224;antagonist;unknown;target;2886214;DB04905;P35367
13225;substrate|inhibitor|inducer;unknown;enzyme;10755318;DB04905;P08684
13226;substrate;unknown;enzyme;10755318;DB04905;P10635
13227;substrate;unknown;enzyme;10755318;DB04905;P04798
13228;agonist;yes;target;12890707|12177684|26412054;DB04908;P08908
13229;antagonist;yes;target;12177684|12890707|26412054;DB04908;P28223
13230;antagonist|agonist;yes;target;12177684|12890707|26412054;DB04908;P21917
13231;substrate;no;enzyme;26412054;DB04908;P08684
13232;inhibitor;unknown;transporter;nan;DB04908;P08183
